FCCs;kcat;rxns;rxnNames;enzymes
-2.19E-08;1646;y000180_EXP_2;aldehyde dehydrogenase (isoamyl alcohol, NAD);
-2.19E-08;1646;y000180_EXP_3;aldehyde dehydrogenase (isoamyl alcohol, NAD);
-2.19E-08;1646;y000180_EXP_4;aldehyde dehydrogenase (isoamyl alcohol, NAD);
-2.19E-08;1646;y000180_EXP_5;aldehyde dehydrogenase (isoamyl alcohol, NAD);
-2.19E-08;1646;y000182_EXP_1;aldehyde dehydrogenase (isobutyl alcohol, NAD);
-2.19E-08;1646;y000182_EXP_3;aldehyde dehydrogenase (isobutyl alcohol, NAD);
-2.19E-08;1646;y000182_EXP_4;aldehyde dehydrogenase (isobutyl alcohol, NAD);
-2.19E-08;1646;y000182_EXP_5;aldehyde dehydrogenase (isobutyl alcohol, NAD);
-2.19E-08;1646;y000183_EXP_4;aldehyde dehydrogenase (isobutyl alcohol, NAD);
-2.19E-08;1646;y000186_EXP_1;aldehyde dehydrogenase (tryptophol, NAD);
-2.19E-08;1646;y000186_EXP_2;aldehyde dehydrogenase (tryptophol, NAD);
-2.19E-08;1646;y000186_EXP_3;aldehyde dehydrogenase (tryptophol, NAD);
-2.19E-08;1646;y000186_EXP_4;aldehyde dehydrogenase (tryptophol, NAD);
-2.19E-08;1646;y000186_EXP_5;aldehyde dehydrogenase (tryptophol, NAD);
-2.19E-08;1646;y000187_EXP_1;aldehyde dehydrogenase (tryptophol, NAD);
-2.19E-08;1646;y000187_EXP_2;aldehyde dehydrogenase (tryptophol, NAD);
-2.19E-08;1646;y000187_EXP_3;aldehyde dehydrogenase (tryptophol, NAD);
-2.19E-08;1646;y000187_EXP_4;aldehyde dehydrogenase (tryptophol, NAD);
-2.19E-08;1646;y000187_EXP_5;aldehyde dehydrogenase (tryptophol, NAD);
-2.19E-08;6.5748;y000463;glucan 1,4-alpha-glucosidase;
-2.19E-08;7.2096;y000585;inositolphosphotransferase;
-2.19E-08;10.8036;y000671;kynurenine 3-monooxygenase;
-2.19E-08;5.33;y000998;sirohydrochlorin dehydrogenase;
-2.19E-08;2.9878;y001007;sphingolipid long chain base kinase (sphinganine);
-2.19E-08;2.2167;y002132;oxoglutarate/malate exchange;
-2.19E-08;25.6339;y002163;B-ketoacyl-CoA reductase (3-hydroxyoctadecanoyl-CoA);
-2.19E-08;0.1502;y002177;trans-2-enoyl-CoA reductase (n-C18:0CoA);
-2.19E-08;4.9589;y002235;peroxisomal acyl-CoA thioesterase (18:1);
-2.19E-08;4.2396;y002245_EXP_5;acyl-CoA oxidase (oleoyl-CoA);
-2.19E-08;3.8415;y300004_EXP_2;long-chain alcohol dehydrogenase (C10);
-2.19E-08;1646;y300004_REV_EXP_2;long-chain alcohol dehydrogenase (C10) (reversible);
-2.19E-08;1646;y300004_REV_EXP_4;long-chain alcohol dehydrogenase (C10) (reversible);
-2.19E-08;1646;y300004_REV_EXP_7;long-chain alcohol dehydrogenase (C10) (reversible);
-2.19E-08;1646;y300004_REV_EXP_8;long-chain alcohol dehydrogenase (C10) (reversible);
-2.19E-08;1646;y300006_REV_EXP_2;long-chain alcohol dehydrogenase (C12) (reversible);
-2.19E-08;1646;y300006_REV_EXP_4;long-chain alcohol dehydrogenase (C12) (reversible);
-2.19E-08;1646;y300006_REV_EXP_7;long-chain alcohol dehydrogenase (C12) (reversible);
-2.19E-08;1646;y300006_REV_EXP_8;long-chain alcohol dehydrogenase (C12) (reversible);
-2.19E-08;1646;y300008_REV_EXP_2;long-chain alcohol dehydrogenase (C16) (reversible);
-2.19E-08;1646;y300008_REV_EXP_4;long-chain alcohol dehydrogenase (C16) (reversible);
-2.19E-08;1646;y300008_REV_EXP_7;long-chain alcohol dehydrogenase (C16) (reversible);
-2.19E-08;1646;y300008_REV_EXP_8;long-chain alcohol dehydrogenase (C16) (reversible);
-2.19E-08;53;y000090;6-phosphofructo-2-kinase;
-2.19E-08;3.6121;y000204_REV;Ap4A hydrolase (reversible);
-2.19E-08;898;y000699;leucine transaminase;
-2.19E-08;47.2169;y000734_EXP_1;methylisocitrate lyase;
-2.19E-08;44.5405;y000978_EXP_2;ribonucleotide reductase;
-2.19E-08;44.5405;y000979_EXP_2;ribonucleotide reductase;
-2.19E-08;14.3423;y002255;2-enoyl-CoA hydratase (3-hydroxyhexanoyl-CoA);
-2.19E-08;2.2777;y003256_EXP_1;fecosteryl ester hydrolase (16:1), lipid particle;
-2.19E-08;12.1869;y000033_EXP_1;3',5'-cyclic-nucleotide phosphodiesterase;
-2.19E-08;2.2329;y000269;ceramide-4 synthase (24C);
-2.19E-08;0.9788;y000294_EXP_2;cis-prenyltransferase step 14;
-2.19E-08;1.2097;y000356;diphosphoglyceromutase;
-2.19E-08;34.9156;y000510_EXP_1;glycogen (starch) synthase;
-2.19E-08;0.4921;y001031_REV_EXP_1;tetrahydrofolate:L-glutamate gamma-ligase (ADP-forming) (reversible);
-2.19E-08;0.367;y002155;elongase I (3-oxopalmitoyl-CoA);
-2.19E-08;0.3587;y002157;elongase II or III (3-oxoicosanoyl-CoA);
-2.19E-08;15.48765;y002236_EXP_2;acyl-CoA oxidase (butanoyl-CoA);
-2.19E-08;3.4399;y003257_EXP_2;fecosteryl ester hydrolase (18:1), lipid particle;
-2.19E-08;1.5738;y000018_EXP_3;2-aminoadipate transaminase;
-2.19E-08;131;y000156;alanine glyoxylate aminotransferase;
-2.19E-08;7.9651;y000192_EXP_1;alpha 1,2-mannosyltransferase;
-2.19E-08;0.9703;y000292_EXP_2;cis-prenyltransferase step 12;
-2.19E-08;3.1028;y000819;ornithine transaminase;
-2.19E-08;0.791666667;y000923_EXP_1;phosphatidylinositol 3-kinase;
-2.19E-08;1.1568;y002170_REV;B-hydroxyacyl-CoA dehydratase (trans-octadec-2-enoyl-CoA) (reversible);
-2.19E-08;51.4437;y300044;4-methyl-2-oxopentanoate dehydrogenase;
-2.19E-08;51.4437;y300046;(S)3-methyl-2-oxopentanoate dehydrogenase;
-2.19E-08;131;y300065_REV;L-Serine:pyruvate aminotransferase (reversible);
-2.19E-08;0.7394;y000069;4-hydroxy-L-threonine synthase;
-2.19E-08;3.5028;y000164_EXP_1;alcohol dehydrogenase (glycerol, NADP);
-2.19E-08;55.7054;y000185_EXP_1;aldehyde dehydrogenase (phenylacetaldehyde, NAD);
-2.19E-08;0.8255;y000281_EXP_2;cis-prenyltransferase step 01;
-2.19E-08;0.8255;y000282_EXP_2;cis-prenyltransferase step 02;
-2.19E-08;4.4283;y000527;guanine phosphoribosyltransferase;
-2.19E-08;58.8;y000668;itaconate-CoA ligase (ADP-forming);
-2.19E-08;45.7;y000711;lysyl-tRNA synthetase;
-2.19E-08;45.7;y000712;lysyl-tRNA synthetase;
-2.19E-08;24.6095;y000953;pyridoxal oxidase;
-2.19E-08;6.238;y001070;UDPglucose 4-epimerase;
-2.19E-08;6.238;y001070_REV;UDPglucose 4-epimerase (reversible);
-2.19E-08;23.0705;y002227;fatty acyl-CoA transport via ABC system (C24:0);
-2.19E-08;22.6022;y002228;fatty acyl-CoA transport via ABC system (C26:0);
-2.19E-08;3.98;y300006_EXP_2;long-chain alcohol dehydrogenase (C12);
-2.19E-08;15.9772;y000037;3',5'-cyclic-nucleotide phosphodiesterase;
-2.19E-08;923.8333333;y000259;ceramide-1 hydroxylase (24C);
-2.19E-08;923.8333333;y000260;ceramide-1 hydroxylase (24C);
-2.19E-08;3.2464;y000728;methionyl-tRNA formyltransferase;
-2.19E-08;39;y000937;poylamine oxidase;
-2.19E-08;22.7;y001001_EXP_2;spermidine synthase;
-2.19E-08;22.7;y001002_EXP_2;spermine synthase;
-2.19E-08;14.6231;y001050;transketolase 2;
-2.19E-08;23.6328;y002226;fatty acyl-CoA transport via ABC system (C22:0);
-2.19E-08;68.3948;y000099_REV_EXP_1;acetyl-CoA ACP transacylase (reversible);
-2.19E-08;54.39;y000368;ethanolamine kinase;
-2.19E-08;2.8537;y000445_EXP_4;formate dehydrogenase;
-2.19E-08;9.1851;y000487_EXP_3;glycerol dehydrogenase (NADP-dependent);
-2.19E-08;649;y000504;glycine-cleavage complex (lipoamide);
-2.19E-08;649;y000526;guanine deaminase;
-2.19E-08;68.3948;y000721_REV_EXP_1;malonyl-CoA-ACP transacylase (reversible);
-2.19E-08;9.1673;y000732_REV_EXP_2;methylenetetrahydrofolate dehydrogenase (NADP) (reversible);
-2.19E-08;9.1673;y000733_REV_EXP_2;methylenetetrahydrofolate dehydrogenase (NADP) (reversible);
-2.19E-08;7.3646;y300007_EXP_2;alkane oxidase (C16);
-2.19E-08;5.9711;y000073_REV_EXP_1;4PP-IP5 depyrophosphorylation to IP6 (reversible);
-2.19E-08;4.3711;y000143;adenosine monophosphate deaminase;
-2.19E-08;23.1797;y000518;GPI-anchor assembly, step 2;
-2.19E-08;2.3927;y000624;IPS phospholipase C;
-2.19E-08;2.3927;y000654;IPS phospholipase C;
-2.19E-08;5.6286;y000767_EXP_2;NAD nucleosidase nuclear;
-2.19E-08;29.5403;y002245_EXP_2;acyl-CoA oxidase (oleoyl-CoA);
-2.19E-08;16.6933;y300006_EXP_8;long-chain alcohol dehydrogenase (C12);
-2.19E-08;13.79;y000025;2-isopropylmalate synthase;
-2.19E-08;3.7255;y000204;Ap4A hydrolase;
-2.19E-08;31.2089;y000571;inositol-1,3,4,5,6-pentakisphosphate 2-kinase;
-2.19E-08;10.5703;y000903;phosphomethylpyrimidine kinase;
-2.19E-08;1.217;y002174_REV;B-hydroxyacyl-CoA dehydratase (trans-hexacos-2-enoyl-CoA) (reversible);
-2.19E-08;12.3495;y002266;3-hydroxyacyl-CoA dehydrogenase (3-oxodecanoyl-CoA);
-2.19E-08;5.8027;y200011_EXP_1;nucleotidase (NMN);
-2.19E-08;12.3495;y200020_EXP_2;ribonucleotide reductase;
-2.19E-08;12.3495;y200021_EXP_2;ribonucleotide reductase;
-2.19E-08;0.2306;y200022_REV;ATP:cytidine 5'-phosphotransferase (reversible);
-2.19E-08;0.2306;y200023_REV;UTP:cytidine 5'-phosphotransferase (reversible);
-2.19E-08;0.2306;y200024_REV;ITP:cytidine 5'-phosphotransferase (reversible);
-2.19E-08;0.2306;y200027_REV;dATP:cytidine 5'-phosphotransferase (reversible);
-2.19E-08;0.2306;y200030_REV;dGTP:cytidine 5'-phosphotransferase (reversible);
-2.19E-08;0.2306;y200031_REV;dTTP:cytidine 5'-phosphotransferase (reversible);
-2.19E-08;0.2306;y200035_REV;dCTP:cytidine 5'-phosphotransferase (reversible);
-2.19E-08;0.2306;y200036_REV;dUTP:cytidine 5'-phosphotransferase (reversible);
-2.19E-08;7.268;y300003_EXP_2;alkane oxidase (C10);
-2.19E-08;6.4216;y000100;acetyl-CoA C-acyltransferase (palmitoyl-CoA);
-2.19E-08;6.4216;y000101;acetyl-CoA C-acyltransferase (tetracosanoyl-CoA);
-2.19E-08;6.4216;y000106;acetyl-CoA C-acyltransferase (octanoyl-CoA);
-2.19E-08;6.4216;y000107;acetyl-CoA C-acyltransferase (decanoyl-CoA);
-2.19E-08;3.6664;y000176_EXP_3;aldehyde dehydrogenase (indole-3-acetaldehyde, NAD);
-2.19E-08;3.6664;y000177_EXP_3;aldehyde dehydrogenase (indole-3-acetaldehyde, NADP);
-2.19E-08;3.6664;y000178_EXP_3;aldehyde dehydrogenase (indole-3-acetaldehyde, NADP);
-2.19E-08;34.7946;y000191_EXP_2;allophanate hydrolase;
-2.19E-08;10.8181;y000211;asparagine synthase (glutamine-hydrolysing);
-2.19E-08;4.8;y000314;cytidine deaminase;
-2.19E-08;3.2;y000315;cytidine kinase (GTP);
-2.19E-08;899;y000508;glycine-cleavage complex (lipoylprotein);
-2.19E-08;25.6;y000530;heme O monooxygenase;
-2.19E-08;0.25;y000557;hydroxymethylbilane synthase;
-2.19E-08;2.3085;y000602;IPS phospholipase C;
-2.19E-08;2.3641;y000622;IPS phospholipase C;
-2.19E-08;2.3085;y000632;IPS phospholipase C;
-2.19E-08;2.3641;y000652;IPS phospholipase C;
-2.19E-08;5.5911;y000732_EXP_1;methylenetetrahydrofolate dehydrogenase (NADP);
-2.19E-08;5.5911;y000733_EXP_1;methylenetetrahydrofolate dehydrogenase (NADP);
-2.19E-08;6.4;y000768;NAD synthase;
-2.19E-08;6.4;y000769;NAD synthase;
-2.19E-08;73.5523;y001029;taurine dioxygenase;
-2.19E-08;4.9417;y002119;tyrosine transaminase;
-2.19E-08;12.7212;y002273;3-hydroxyacyl-CoA dehydrogenase (3-oxooctanoyl-CoA);
-2.19E-08;6.4216;y002284;acetyl-CoA C-acyltransferase (butanoyl-CoA);
-2.19E-08;6.4216;y002285;acetyl-CoA C-acyltransferase (hexanoyl-CoA);
-2.19E-08;6.4216;y002289;acetyl-CoA C-acyltransferase (cis-tetradec-7-enoyl-CoA);
-2.19E-08;6.4216;y002290;acetyl-CoA C-acyltransferase (cis-dodec-5-enoyl-CoA);
-2.19E-08;6.4216;y002291;acetyl-CoA C-acyltransferase (cis-dec-3-enoyl-CoA);
-2.19E-08;6.4216;y002292;acetyl-CoA C-acyltransferase (cis-hexadec-7-enoyl-CoA);
-2.19E-08;6.4216;y002293;acetyl-CoA C-acyltransferase (cis-tetradec-5-enoyl-CoA);
-2.19E-08;6.4216;y002294;acetyl-CoA C-acyltransferase (cis-dodec-3-enoyl-CoA);
-2.19E-08;3.2;y200022;ATP:cytidine 5'-phosphotransferase;
-2.19E-08;3.2;y200023;UTP:cytidine 5'-phosphotransferase;
-2.19E-08;3.2;y200024;ITP:cytidine 5'-phosphotransferase;
-2.19E-08;3.2;y200027;dATP:cytidine 5'-phosphotransferase;
-2.19E-08;3.2;y200030;dGTP:cytidine 5'-phosphotransferase;
-2.19E-08;3.2;y200031;dTTP:cytidine 5'-phosphotransferase;
-2.19E-08;3.2;y200035;dCTP:cytidine 5'-phosphotransferase;
-2.19E-08;3.2;y200036;dUTP:cytidine 5'-phosphotransferase;
-2.19E-08;2.7104;y000087_REV;5-methylthioribose-1-phosphate isomerase (reversible);
-2.19E-08;334.0417;y000127_REV;acyl-CoA:sterol acyltransferase (oleoyl-CoA:ergosterol), ER membrane (reversible);
-2.19E-08;334.0417;y000132_REV;acyl-CoA:sterol acyltransferase (palmitoleoyl-CoA:ergosterol), ER membrane (reversible);
-2.19E-08;13.1914;y000172_EXP_4;aldehyde dehydrogenase (3-aminopropanal, NAD);
-2.19E-08;10.9185;y000190_REV;allantoinase, reaction (reversible);
-2.19E-08;9.8656;y000201_EXP_2;Aminobutyraldehyde dehydrogenase;
-2.19E-08;2.3606;y000623;IPS phospholipase C;
-2.19E-08;2.3606;y000653;IPS phospholipase C;
-2.19E-08;85.0476;y000164_EXP_9;alcohol dehydrogenase (glycerol, NADP);
-2.19E-08;55.6784;y000381_EXP_3;fatty acid oxidation (C18:2);
-2.19E-08;5.959;y000688_EXP_2;L-lactaldehyde:NADP+ 1-oxidoreductase;
-2.19E-08;5.1088;y000842;pantothenate kinase;
-2.19E-08;0.1444;y000954;pyridoxamine 5'-phosphate oxidase;
-2.19E-08;22.0689;y002167;B-ketoacyl-CoA reductase ((S)-3-hydroxyhexacosanoyl-CoA);
-2.19E-08;1.3274;y002173;B-hydroxyacyl-CoA dehydratase (trans-tetracos-2-enoyl-CoA);
-2.19E-08;2.3104;y002240_EXP_5;acyl-CoA oxidase (docosanoyl-CoA);
-2.19E-08;4.3374;y300067;serine racemase;
-2.19E-08;4.3374;y300067_REV;serine racemase (reversible);
-2.19E-08;308.65;y000302_REV_EXP_1;citrate to cis-aconitate(3-) (reversible);
-2.19E-08;308.65;y000303_REV_EXP_1;citrate to cis-aconitate(3-), cytoplasmic (reversible);
-2.19E-08;28.3068;y000359;diphthine synthase;
-2.19E-08;12.3723;y000457;g-glutamyltransferase;
-2.19E-08;987;y000459;galactose-1-phosphate uridylyltransferase;
-2.19E-08;28.5;y000735;mevalonate kinase (atp);
-2.19E-08;28.5;y000737;mevalonate kinase (gtp);
-2.19E-08;28.5;y000738;mevalonate kinase (UTP);
-2.19E-08;2.8683;y000907_REV_EXP_2;phosphopentomutase (reversible);
-2.19E-08;28.5;y000987;S-formylglutathione hydralase;
-2.19E-08;14.7812;y002209_REV;fatty-acid--CoA ligase (arachidate), cell envelope (reversible);
-2.19E-08;0.783;y002215;fatty-acid--CoA ligase (cerotic acid), ER membrane;
-2.19E-08;0.783;y002218;fatty-acid--CoA ligase (cerotic acid), lipid particle;
-2.19E-08;308.65;y002305_EXP_1;cis-aconitate(3-) to isocitrate;
-2.19E-08;2.6872;y300008_EXP_1;long-chain alcohol dehydrogenase (C16);
-2.19E-08;5.4729;y300040_EXP_3;erythrose reductase;
-2.19E-08;10.4476;y000206;arginase;
-2.19E-08;11.2565;y000212;Asparaginyl-tRNA synthetase;
-2.19E-08;8.4327;y000907_REV_EXP_1;phosphopentomutase (reversible);
-2.19E-08;8.6786;y001028;taurcholate via ABC system;
-2.19E-08;15.00325;y002237_EXP_2;acyl-CoA oxidase (hexanoyl-CoA);
-2.19E-08;23.7572;y002246_EXP_2;acyl-CoA oxidase (cis-hexadec-7-enoyl-CoA);
-2.19E-08;850000;y000255_EXP_2;catalase;
-2.19E-08;850000;y000255_EXP_3;catalase;
-2.19E-08;850000;y000256_EXP_1;catalase;
-2.19E-08;850000;y000256_EXP_3;catalase;
-2.19E-08;0.7189;y000402;fatty-acid--CoA ligase (hexadecanoate);
-2.19E-08;0.5413;y000502_REV_EXP_1;glycine hydroxymethyltransferase (reversible);
-2.19E-08;3.5285;y000512;glycyl-tRNA synthetase;
-2.19E-08;2.8667;y000521;GPI-anchor assembly, step 7;
-2.19E-08;850000;y000550;hydrogen peroxide reductase (thioredoxin);
-2.19E-08;850000;y000551;hydrogen peroxide reductase (thioredoxin);
-2.19E-08;850000;y000552;hydrogen peroxide reductase (thioredoxin);
-2.19E-08;5.4964;y000560;hydroxymethylglutaryl CoA synthase;
-2.19E-08;7.0214;y000577;inositolphosphotransferase;
-2.19E-08;2.4092;y000596;IPS phospholipase C;
-2.19E-08;2.4092;y000626;IPS phospholipase C;
-2.19E-08;37.5;y000701;leucyl-tRNA synthetase;
-2.19E-08;37.5;y000702;leucyl-tRNA synthetase;
-2.19E-08;121600;y000713_REV_EXP_1;malate dehydrogenase (reversible);
-2.19E-08;121600;y000713_REV_EXP_2;malate dehydrogenase (reversible);
-2.19E-08;121600;y000715_REV_EXP_2;malate dehydrogenase, peroxisomal (reversible);
-2.19E-08;3.7582;y000761;N-acteylglutamate synthase;
-2.19E-08;1200;y000851;phenylalanine transaminase;
-2.19E-08;850000;y001037;thioredoxin;
-2.19E-08;0.1499;y002176;trans-2-enoyl-CoA reductase (n-C16:0CoA);
-2.19E-08;1975;y103022;PC phospholipase B;
-2.19E-08;1975;y103034_EXP_1;PC phospholipase B;
-2.19E-08;1975;y103034_EXP_2;PC phospholipase B;
-2.19E-08;1975;y103034_EXP_3;PC phospholipase B;
-2.19E-08;1975;y103034_EXP_4;PC phospholipase B;
-2.19E-08;1975;y103042_EXP_1;LPC phospholipase B;
-2.19E-08;1975;y103042_EXP_2;LPC phospholipase B;
-2.19E-08;1975;y103042_EXP_3;LPC phospholipase B;
-2.19E-08;1975;y103042_EXP_4;LPC phospholipase B;
-2.19E-08;1975;y103054_EXP_1;LPE phospholipase B;
-2.19E-08;1975;y103054_EXP_2;LPE phospholipase B;
-2.19E-08;1975;y103054_EXP_3;LPE phospholipase B;
-2.19E-08;1975;y103054_EXP_4;LPE phospholipase B;
-2.19E-08;1975;y103058_EXP_1;PS phospholipase B;
-2.19E-08;1975;y103058_EXP_2;PS phospholipase B;
-2.19E-08;1975;y103058_EXP_3;PS phospholipase B;
-2.19E-08;1975;y103058_EXP_4;PS phospholipase B;
-2.19E-08;1975;y103066_EXP_1;LPS phospholipase B;
-2.19E-08;1975;y103066_EXP_2;LPS phospholipase B;
-2.19E-08;1975;y103066_EXP_3;LPS phospholipase B;
-2.19E-08;1975;y103066_EXP_4;LPS phospholipase B;
-2.19E-08;1975;y103070_EXP_1;PI phospholipase B;
-2.19E-08;1975;y103070_EXP_2;PI phospholipase B;
-2.19E-08;1975;y103070_EXP_3;PI phospholipase B;
-2.19E-08;1975;y103070_EXP_4;PI phospholipase B;
-2.19E-08;1975;y103078_EXP_1;LPI phospholipase B;
-2.19E-08;1975;y103078_EXP_2;LPI phospholipase B;
-2.19E-08;1975;y103078_EXP_3;LPI phospholipase B;
-2.19E-08;1975;y103078_EXP_4;LPI phospholipase B;
-2.19E-08;12.5413;y300006_EXP_5;long-chain alcohol dehydrogenase (C12);
-2.19E-08;0.5108;y300017;octadecenoate (n-C18:1) transport, cytoplasm-peroxisome;
-2.19E-08;0.5108;y300017_REV;octadecenoate (n-C18:1) transport, cytoplasm-peroxisome (reversible);
-2.19E-08;221.9673;y300026_EXP_7;long-chain aldehyde dehydrogenase (C12);
-2.19E-08;545.3125;y300034_REV;OHCU decarboxylase (reversible);
-2.19E-08;25;y000058;3-hydroxyanthranilate 3,4-dioxygenase;
-2.19E-08;9400;y000114;acetyl-CoA synthetase nuclear;
-2.19E-08;3000;y000163_EXP_1;alcohol dehydrogenase (ethanol to acetaldehyde);
-2.19E-08;3000;y000163_EXP_2;alcohol dehydrogenase (ethanol to acetaldehyde);
-2.19E-08;3000;y000163_EXP_3;alcohol dehydrogenase (ethanol to acetaldehyde);
-2.19E-08;3000;y000163_EXP_4;alcohol dehydrogenase (ethanol to acetaldehyde);
-2.19E-08;3000;y000163_EXP_5;alcohol dehydrogenase (ethanol to acetaldehyde);
-2.19E-08;3500;y000165_EXP_1;mitochondrial alcohol dehydrogenase;
-2.19E-08;3500;y000165_EXP_2;mitochondrial alcohol dehydrogenase;
-2.19E-08;3500;y000165_EXP_3;mitochondrial alcohol dehydrogenase;
-2.19E-08;3500;y000165_EXP_4;mitochondrial alcohol dehydrogenase;
-2.19E-08;3500;y000165_EXP_5;mitochondrial alcohol dehydrogenase;
-2.19E-08;50;y000185_EXP_2;aldehyde dehydrogenase (phenylacetaldehyde, NAD);
-2.19E-08;50;y000185_EXP_3;aldehyde dehydrogenase (phenylacetaldehyde, NAD);
-2.19E-08;50;y000185_EXP_4;aldehyde dehydrogenase (phenylacetaldehyde, NAD);
-2.19E-08;450000;y000230;biotin-[acetyl-CoA-carboxylase] ligase;
-2.19E-08;1400;y000326;dCMP deaminase;
-2.19E-08;65.6053;y000331;deoxyhypusine synthase, cytosolic/mitochondrial;
-2.19E-08;5.2149;y000343;dihydroceramidase;
-2.19E-08;2000;y000437;ferrocytochrome-c:hydrogen-peroxide oxidoreductase;
-2.19E-08;900;y000481_EXP_1;glutathione oxidoreductase;
-2.19E-08;900;y000481_EXP_2;glutathione oxidoreductase;
-2.19E-08;900;y000482;glutathione oxidoreductase;
-2.19E-08;1.3015;y000529_REV;guanylate kinase (GMP:dATP) (reversible);
-2.19E-08;1075;y000664;isoleucine transaminase;
-2.19E-08;4000;y000687;L-hydroxyproline reductase (NADP);
-2.19E-08;1075;y000700_REV;leucine transaminase (reversible);
-2.19E-08;100;y000721_EXP_2;malonyl-CoA-ACP transacylase;
-2.19E-08;25;y000729;methionyl-tRNA synthetase;
-2.19E-08;25;y000730;methionyl-tRNA synthetase;
-2.19E-08;900;y001039_EXP_2;thioredoxin reductase (NADPH);
-2.19E-08;1075;y001087_REV;valine transaminase (reversible);
-2.19E-08;50;y001089;valyl-tRNA synthetase;
-2.19E-08;50;y001090;valyl-tRNA synthetase;
-2.19E-08;3500;y002115_EXP_1;alcohol dehydrogenase, (acetaldehyde to ethanol);
-2.19E-08;3500;y002115_EXP_2;alcohol dehydrogenase, (acetaldehyde to ethanol);
-2.19E-08;3500;y002115_EXP_3;alcohol dehydrogenase, (acetaldehyde to ethanol);
-2.19E-08;3500;y002115_EXP_4;alcohol dehydrogenase, (acetaldehyde to ethanol);
-2.19E-08;3500;y002115_EXP_5;alcohol dehydrogenase, (acetaldehyde to ethanol);
-2.19E-08;53.6448;y300045;3-methyl-2-oxopentanoate dehydrogenase;
-2.19E-08;1000;y300056_EXP_1;cellobiose glucohydrolase;
-2.19E-08;1000;y300056_EXP_3;cellobiose glucohydrolase;
-2.19E-08;0.2525;y000077;5'-nucleotidase (IMP);
-2.19E-08;4.7504;y000445_EXP_1;formate dehydrogenase;
-2.19E-08;55.8;y000458;galactokinase;
-2.19E-08;0.4689;y001010;squalene epoxidase (NAD);
-2.19E-08;0.1665;y002179;trans-2-enoyl-CoA reductase (n-C22:0CoA);
-2.19E-08;14.9025;y002196_REV;fatty-acid--CoA ligase (hexadecanoate), ER membrane (reversible);
-2.19E-08;14.9025;y002202_REV;fatty-acid--CoA ligase (hexadecanoate), lipid particle (reversible);
-2.19E-08;2.1169;y002241_EXP_5;acyl-CoA oxidase (tetracosanoyl-CoA);
-2.19E-08;32.2336;y300058;5-oxo-L-proline amidohydrolase (ATP-hydrolysing);
-2.19E-08;2.3609;y000168_EXP_1;aldehyde dehydrogenase (2-methylbutanol, NADP);
-2.19E-08;23.2875;y000672_REV;L-1-pyrroline-3-hydroxy-5-carboxylate dehydrogenase (reversible);
-2.19E-08;23.2875;y000673_REV;L-4-hydroxyglutamate semialdehyde dehydrogenase (reversible);
-2.19E-08;39.5415;y000815_EXP_2;O-succinylhomoserine lyase (L-cysteine);
-2.19E-08;2.569;y001005;sphingoid base-phosphate phosphatase (sphinganine 1-phosphatase);
-2.19E-08;0.3496;y001091;xanthine phosphoribosyltransferase;
-2.19E-08;0.3496;y002159;elongase II or III (3-oxotetracosanoyl-CoA);
-2.19E-08;17.6672;y002247_EXP_3;acyl-CoA oxidase (cis-tetradec-5-enoyl-CoA);
-2.19E-08;10.8644;y002275;3-hydroxyacyl-CoA dehydrogenase (3-oxodocosanoyl-CoA);
-2.19E-08;1.1266;y200007;fatty-acid--CoA ligase (butyrate);
-2.19E-08;0.6575;y300008_EXP_6;long-chain alcohol dehydrogenase (C16);
-2.19E-08;26.849;y000172_EXP_1;aldehyde dehydrogenase (3-aminopropanal, NAD);
-2.19E-08;0.9347;y000287_EXP_2;cis-prenyltransferase step 07;
-2.19E-08;12.3125;y000484_REV;glutathione peroxidase, mitochondria (reversible);
-2.19E-08;4.65;y001095_REV_EXP_1;yUMP synthetase (reversible);
-2.19E-08;1.2926;y002170;B-hydroxyacyl-CoA dehydratase (trans-octadec-2-enoyl-CoA);
-2.19E-08;13.9951;y002212_REV;fatty-acid--CoA ligase (cerotic acid), cell envelope (reversible);
-2.19E-08;9.2034;y002240_EXP_6;acyl-CoA oxidase (docosanoyl-CoA);
-2.19E-08;30.1665;y002242_EXP_2;acyl-CoA oxidase (palmitoleoyl-CoA);
-2.19E-08;28941;y103304;DAG lipase, mitochondrion;
-2.19E-08;7.6479;y300021_EXP_2;dodecane transport e--c;
-2.19E-08;7.6479;y300021_REV_EXP_2;dodecane transport e--c (reversible);
-2.19E-08;15.3136;y300026_EXP_4;long-chain aldehyde dehydrogenase (C12);
-2.19E-08;7.2946;y000176_EXP_2;aldehyde dehydrogenase (indole-3-acetaldehyde, NAD);
-2.19E-08;7.2946;y000177_EXP_2;aldehyde dehydrogenase (indole-3-acetaldehyde, NADP);
-2.19E-08;7.2946;y000178_EXP_2;aldehyde dehydrogenase (indole-3-acetaldehyde, NADP);
-2.19E-08;8.92;y000258_REV;CDP-diacylglycerol synthase (reversible);
-2.19E-08;2.4848;y000611;IPS phospholipase C;
-2.19E-08;2.4848;y000641;IPS phospholipase C;
-2.19E-08;16.0297;y000817;ornithine decarboxylase;
-2.19E-08;23.6407;y002165;B-ketoacyl-CoA reductase (3-hydroxydocosanoyl-CoA);
-2.19E-08;3.9218;y003260_EXP_2;zymosteryl ester hydrolase (16:1), lipid particle;
